ID,제목,국가,카테고리점수,style
1685,"방탄소년단-콜드플레이의 '마이 유니버스'와 블랙핑크의 'MONEY', 영국에서 계속 좋은 성과를 거두고 있다",인도,100,KPOP
1686,"방탄소년단 뷔, 멤버들과 결혼하고 싶다고 말했고 지민은 진 없이는 못 산다고 말했다",인도,200,KPOP
1687,"닥터 브레인의 감독인 김지운, 한국 문화의 글로벌 인기 비결, 다이나믹한 열정에 대해 이야기",인도,10,영화/드라마
1688,"한국의 '오징어 게임', 전 세계적으로 30억 분의 시청 시간 돌파",인도,10,영화/드라마
1689,방탄소년단 뷔가 자다가 제이홉에게 한식을 달라고 했는데 기억이 안 나,인도,100,KPOP
1690,"'Sing 2': 테일러 스위프트, 빌리 아일리시, 드레이크 등의 트랙과 함께 애니메이션 뮤지컬에 등장하는 방탄소년단 노래",인도,110,KPOP
1691,"방탄소년단 아미, '이터널스' 크레딧에 지민 이름 등장에 감동",인도,300,KPOP
1692,할리우드를 넘어 한류로: 오징어 게임과 한국 드라마의 세계화,터키,20,영화/드라마
1693,방탄소년단은 올해 2021 아메리칸 뮤직 어워드에 직접 참석하고 공연할 예정인가요?,인도,100,KPOP
1694,방탄소년단 리더 RM이 아미에게 '이 안정감을 찾아 나 자신도 멀리 헤매었다'는 감동적인 편지를 썼다,인도,200,KPOP
1695,"BTS, TXT 및 엔히펜은 웹툰 및 왓패드가 주도하는 자체 웹 만화, 웹 소설을 얻을 것",인도,200,KPOP
1696,방탄소년단부터 오징어 게임에 이르기까지. 한국은 어떻게 문화 거물이 됐는가?,인도,10,영화/드라마
1697,"넷플릭스의 차기 한류 히트작, 복수극 스릴러 ‘마이네임’",호주,10,영화/드라마
1698,서구 세계 휩쓰는 한류,호주,0,기타
1699,‘오징어 게임’ 훨씬 이전부터 약자를 높인 한국 영화인들,미국,10,영화/드라마
1700,"일로코스 수르 시장 차빗, 케이팝부터 나라바칸 태양 전지판 지붕까지",필리핀,0,기타
1701,한국에서 세계로. 사회적 불평등에는 국경이 없다,아르헨티나,0,기타
1702,"하프시코드에 맞춰 추는 춤, 이번 주 최고의 공연",벨기에,100,KPOP
1703,"현실 사회를 반영한 충격적 애니메이션, ‘기기괴괴 성형수’",벨기에,10,영화/드라마
1704,K팝 가수 출신 헨리 라우 미술작품 런던서 전시(영상),영국,200,KPOP
1705,"레시피, 영화, 단편영화 등, 서울에서 로마로 오는 한류",이탈리아,20,영화/드라마
1706,한국의 열정,이탈리아,0,기타
1707,"영국인들, ‘오징어 게임’ 영향으로 종이접기 수업에 열광",영국,10,영화/드라마
1708,한국이 내 삶에 미치는 영향 - 케이팝에 대한 이야기가 아니에요,필리핀,0,기타
1709,차빗 시장의 행보: K-팝부터 나르바칸에 설치하는 태양 전지판 지붕까지,필리핀,0,기타
1710,슈가가 방탄소년단 노래 재녹음 반대하는 이유,인도,100,KPOP
1711,"'방탄소년단 멤버들과 결혼하겠다': 뷔가 RM, 진, 슈가, 제이홉, 지민, 정국, 아미를 웃게 한다",인도,600,KPOP
1712,"박서준, 마블 일정 속에 한국으로 돌아간다? 보고서",인도,10,영화/드라마
1713,방탄소년단: 제이홉은 배우가 되면 때 결혼하자고 한 팬에게 반응,인도,100,KPOP
1714,"방탄소년단: 제이홉과 뷔, 삼성미술관 리움 방문, 팬들의 '미술관 데이트'에 반응",인도,200,KPOP
1715,블랙핑크 '붐바야' K팝 데뷔곡 유튜브 13억뷰 돌파,인도,200,KPOP
1716,기대할 만한 2021년 11월 K-팝 컴백 및 데뷔,인도,100,KPOP
1717,"'듄', 두 번째 주말 한국 박스오피스 1위에 올랐다",인도,0,기타
1718,"'오징어 게임'이 마음에 들었나? 지금 막 읽을 수 있는 한국 만화책 몇 가지,",인도,10,영화/드라마
1719,으스스한 할로윈 주말에 연예인들의 모습,인도,0,기타
1720,"'Dr. 브레인' 김지운 감독, 한국 문화의 세계적 인기 비밀은 '역동적인 열정'",인도,0,기타
1721,"<미나리> 윤여정: 나는 아주 이상하게 생겼다, 좋은 쪽으로",영국,20,영화/드라마
1722,삶의 외로움을 덜어주는 K예능,필리핀,0,기타
1723,"오징어게임의 전 세계적 열풍, 베트남도 휩쓸다",베트남,0,기타
1724,BTS에서 오징어 게임까지: 한국은 어떻게 글로벌 엔터테인먼트 강국이 되었는가?,아르헨티나,210,KPOP
1725,‘불레리아’에서 ‘너의 모든 것’ 등 유명 곡을 한국어로 부르는 틱톡커,스페인,0,기타
1726,주말에 볼만한 할로윈 특집 프로그램 추천,벨기에,0,기타
1727,"넷플릭스, 디즈니 플러스, 애플 TV+ 베스트 드라마 추천",벨기에,30,영화/드라마
1728,"올림픽 챔피언, 태권도를 에더헴 시에 알리다",벨기에,0,기타
1729,"‘Dr.브레인’, ‘오징어 게임’의 성공을 이어갈 것인가?",벨기에,10,영화/드라마
1730,"애플TV, 한국 드라마 ‘닥터 브레인’ 오늘 공개",벨기에,30,영화/드라마
1731,‘지옥’:‘오징어 게임’ 이을 새로운 한국 드라마,벨기에,20,영화/드라마
1732,BTS부터 오징어게임까지...한국은 어떻게 문화강국이 되었는가,필리핀,100,KPOP
1733,‘Dr.브레인’은 다음 ‘오징어 게임’인가?,미국,10,영화/드라마
1734,"미디어 교육 전문가, “오징어 게임, 윤리 수업에서 다룰 수 있는 주제”",독일,10,영화/드라마
1735,암울하고 폭력적이지만 넷플릭스 1위. <오징어 게임>은 어떻게 팬데믹을 이겼나?,미국,20,영화/드라마
1736,[칼럼] 한류가 서구를 휩쓸었다고? NO…유럽인들은 아시아 남성 매력 있다고 생각지 않아,중국,0,기타
1737,방탄소년단부터 오징어 게임에 이르기까지. 한국은 어떻게 문화 거물이 됐는가?,미국,10,영화/드라마
1738,"BTS, 오징어 게임, 김치… 한류가 남미를 휩쓸고 있는 이유는?",미국,109,KPOP
1739,<너의 모든 것>도 아니고 <조용한 희망>도 아니다…10월 넷플릭스에서 가장 많이 본 시리즈는?,아르헨티나,0,기타
1740,"‘오징어 게임’ 달고나 도전하다가 심한 화상 입은 어린이 3명, 병원 경고",미국,10,영화/드라마
1741,"‘오징어 게임’ 암호 화폐, 사기로 끝나",스페인,10,영화/드라마
1742,‘오징어 게임’ 운동복은 어디에서 영감을 받았을까,스페인,10,영화/드라마
1743,"<Dr. 브레인>, 새로운 <오징어 게임>이 되려는 애플+ 한국 드라마에 대해 알아야 할 모든 것",이탈리아,20,영화/드라마
1744,‘오징어 게임’ 팬이 넷플릭스 한국 드라마 ‘마이 네임’도 시청해야 하는 이유,벨기에,40,영화/드라마
1745,'마이네임'은 '오징어 게임' 열풍을 등에 업고 출시 후 세계 시장에서 탄탄하게 자리매김,터키,20,영화/드라마
1746,갑자기 인도인들이 한국 음식에 열광하는 이유,인도,0,기타
1747,아르헨티나에서 11월에 공개되는 드라마 21편,아르헨티나,10,영화/드라마
1748,<오징어 게임> 가상화폐 5분 만에 추락…사기 의혹 제기,아르헨티나,10,영화/드라마
1749,11월에 두바이 엑스포에 방문한다면? 케이팝 공연 등...,UAE,100,KPOP
1750,"케이팝 스타 하이라이, 펀치 두바이엑스포 2020에서 공연",UAE,100,KPOP
1751,모꼬지 코리아 인도네시아 K-POP팬을 위한 특별 이벤트 개최,인도네시아,100,KPOP
1752,"日 언론, “<오징어게임>이 보여주는 일본의 잔영”…韓 매체 불만",중국,0,기타
1753,한류의 끝없는 부상: BTS부터 <기생충>과 <오징어 게임>까지,미국,120,KPOP
1754,"<오징어 게임> 마니아, 한국어 학습에 대한 관심 증가로 이끌어...핼러윈 의상 금지에 극중 운동화 판매 증가",미국,10,영화/드라마
1755,필리핀 창조산업계가‘오징어 게임’에서 배울 점,필리핀,10,영화/드라마
1756,"<오징어 게임> 감독 ""시즌2 계획 없다""",아르헨티나,10,영화/드라마
1757,"베를린 슈판다우 지역 초등학생, ‘오징어 게임’ 모방하다 부상",독일,10,영화/드라마
1758,"K팝과 김치, 한국 문화의 인기",오스트리아,-1,음식/뷰티
1759,방탄소년단 '테이프를 잘못 받았나' 버터 카세트 품질에 팬들의 반응,인도,100,KPOP
1760,"한국 언론, 마블 이터널스에 피처링한 방탄소년단 지민의 '친구' 축하한다",인도,100,KPOP
1761,"'미나리' 스타 윤여정, 한국 최고 영예 안았다",인도,20,영화/드라마
1762,좋은 사람이 먼저 끝낸다,인도,0,기타
1763,2021년 할로윈: 방탄소년단이 입었던 모든 으스스한 의상을 살펴보자,인도,100,KPOP
1764,"핼러윈데이 맞아 서양 학교서 ‘오징어 게임’ 복장 금지시켜, 폭력 모방 방지",중국,10,영화/드라마
1765,"'마이 네임' '알고 있지만'의 한소희, '빈센조' 차기작 합류? 소속사 응답",인도,20,영화/드라마
1766,"김선호, 전여친 논란에 무혐의 처분? 팬들은 배우의 '1박 2일' 쇼에 복귀를 요구",인도,10,영화/드라마
1767,"아메리칸 뮤직 시상식 2021: 방탄소년단, 아리아나 그란데가 ‘올해의 아티스트’에 올랐다",인도,200,KPOP
1768,"방탄소년단 리더 RM, 지민에게 팬이 그녀의 가족이 그녀가 그와 열애하고 있다고 생각한다고 말하자 반응했다",인도,200,KPOP
1769,대유행 속 온·오프라인 행사 통해 인도에 온 한국,인도,0,기타
1770,'리사' 출연 발표 성급했다고 인정,태국,200,KPOP
1771,다국적화하는 아이돌,일본,100,KPOP
1772,"필리핀 창작자들, '오징어 게임'으로부터 배울 수 있을 것",필리핀,10,영화/드라마
1773,훌륭한 K팝 공연으로 마무리된 이집트의 한국문화주간,이집트,100,KPOP
1774,"<오징어 게임>, <기생충>, BTS ? 한류는 어떻게 전 세계를 휩쓸었는가",싱가포르,120,KPOP
1775,"넷플릭스, 할로윈 기념 오징어 게임 거대인형 시드니에 설치",호주,20,영화/드라마
1776,오징어 게임 거대인형 시드니 등장,호주,10,영화/드라마
1777,"BTS: MTV 일본에서 두 개의 상 수상; 유튜브 채널 '방탄TV' 구독자 6,000만 돌파",인도,210,KPOP
1778,방탄소년단: 뷔와 정국이 무대에서 웃고 있는데 RM이 그들을 막아줬을 때,인도,200,KPOP
1779,방탄소년단: 정국이 해리 스타일스의 'Falling'을 커버하고 제이홉이 리뷰를 공유,인도,110,KPOP
1780,"방탄소년단 멤버들, 데뷔 이후 지금까지 총 25명의 해외 아티스트와 협력",인도,100,KPOP
1781,한국 사람이 '오징어 게임'을 주제로 한 할로윈 개 간식을 구웠다,인도,10,영화/드라마
1782,"오징어게임, 방탄소년단, TxT가 2021년 피플스 초이스 시상식 후보에 올랐다",인도,200,KPOP
1783,"블랙핑크의 리사의 'LALISA', 놀라운 위업을 달성한 가장 빠른 여성 K팝 솔로이스트 MV가 되었다",인도,100,KPOP
1784,"오징어게임 스타 정호연, 캘빈클라인 캠페인으로 놀라게 하다",인도,10,영화/드라마
1785,이번 10월에 놓쳤을 수도 있는 한국 드라마 8편,인도,10,영화/드라마
1786,"오징어 게임 제작자, ""인기 있는 넷플릭스 시리즈 뒤에 있는 영감은 만화""라고 언급",인도,30,영화/드라마
1787,오징어 게임 : 한국어 강사 요청 쇄도,인도,10,영화/드라마
1788,"<오징어 게임>, 한국의 현실을 다룬 히트작",아르헨티나,10,영화/드라마
1789,"영국 초등학교, ‘오징어 게임’ 할로윈 복장 금지",영국,10,영화/드라마
1790,"‘오징어 게임’ 새로운 호러 광대로 등극하나 ? 경찰, 핼러윈 관련해 경고",독일,10,영화/드라마
1791,"독일, 학교 운동장에서 오징어게임 모방 사례들 발생",독일,0,기타
1792,"브뤼셀 빛의 축제 ‘브라이트 브뤼셀’ (Bright Brussels), 이번 주부터 개최",벨기에,0,기타
1793,슬기로운 의사생활,인도,10,영화/드라마
1794,여신 강림,인도,10,영화/드라마
1795,택시 운전사,인도,10,영화/드라마
1796,"방탄소년단, 2022 그래미상 후보에 '버터' 참여",인도,100,KPOP
1797,"BTS: MTV 일본에서 두 개의 상 수상; 유튜브 채널 '방탄TV' 구독자 6,000만 돌파",인도,210,KPOP
1798,방탄소년단: 뷔와 정국이 무대에서 웃고 있는데 RM이 그들을 막아줬을 때,인도,200,KPOP
1799,방탄소년단: 정국이 해리 스타일스의 'Falling'을 커버하고 제이홉이 리뷰를 공유,인도,110,KPOP
1800,"방탄소년단 멤버들, 데뷔 이후 지금까지 총 25명의 해외 아티스트와 협력",인도,100,KPOP
1801,"방탄소년단, 블랙핑크 리사, NCT 127 등 빌보드 핫 트렌딩 송 차트를 이끈다",인도,600,KPOP
1802,방탄소년단이 2022 그래미 어워드에 공식 출품작을 처음 제출했다,인도,200,KPOP
1803,블랙핑크 리사 솔로 데뷔곡 'LALISA'로 스포티파이에서 놀라운 위업 달성,인도,300,KPOP
1804,방탄소년단: 미국 투어를 시작으로 더 열심히 하겠다,인도,100,KPOP
1805,[분석] 너무 씁쓸한 작품은 韓의 소프트파워 되기 어려울 것,중국,0,기타
1806,"한국드라마 <오징어게임>이 비추는 일본의 잔영, 스즈키 소타로",일본,10,영화/드라마
1807,한류에서 애교에 이르기까지: 한국어가 옥스퍼드 영어사전에서 두각을 나타내,호주,0,기타
1808,오징어 게임을 비롯한 한국 드라마의 영향 ? 한국어 학원에 수강 신청 쇄도,인도,20,영화/드라마
1809,오징어 게임: 정호연 배우의 피부와 K-뷰티 루틴의 성장,이탈리아,19,영화/드라마
1810,"<오징어 게임> 감독, 일부 캐릭터 서사 실제 자신의 경험에 나와",아르헨티나,10,영화/드라마
1811,액션과 정치적 음모,아르헨티나,0,기타
1812,한국형 재난영화 <백두산>,아르헨티나,10,영화/드라마
1813,도시 광장과 공원에서 K팝 열풍이 불고 있는 이유,아르헨티나,100,KPOP
1814,한국 경제의 구원투수 “오징어게임”과 BTS,러시아,100,KPOP
1815,감독의 경험으로 만들어진 ‘오징어 게임’의 등장인물들,벨기에,10,영화/드라마
1816,올림픽 공원에 나타난 오징어게임 영희,베트남,0,기타
1817,[인터뷰] 김경현이 말하는 한류: “<오징어게임>도 <기생충>도 모두 일종의 ‘미국 감성’ 나타내”,중국,10,영화/드라마
1818,오징어 게임’의 인기 캐릭터가 서울에 출현,일본,10,영화/드라마
1819,"케이팝 춤을 추는 소녀, 한국 가수 백댄서를 꿈꾸다",태국,200,KPOP
1820,"'무궁화 꽃이 피었습니다’, 서울에 ‘오징어게임' 영희 동상",태국,0,기타
